file,concept,count
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,UNIX,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,programas,2
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,C,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,sockets,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,módem,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,servicio,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,Carlos Varela,3
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,Asociación Colombiana de Ingenieros de Sistemas,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,multimedia,2
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,videos,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,animaciones,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,juegos,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,audio,2
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,video,3
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,animación,2
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,vender,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,Casa Editorial El Tiempo,2
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,comunidad,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,bases de datos,2
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,Facultad de Arquitectura,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,Pablo Francisco Arrieta,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,Photoshop,3
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,Mauricio Barreto,3
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,herramientas gráficas,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,Illustrator[d],1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,construir,3
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,botones,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,letreros,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,Francisco Martínez,2
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,comandos,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,Pablo Francisco Arrieta,2
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,herramientas de Adobe,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,fotos,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,mapa sensible,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,mapa virtual,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,Página web,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,Erika Mancilla,3
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,María Clara,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,María Clara,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,María Alejandra Godoy,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,administrador web,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,versión,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,STI,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,Aldemar[f],1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,Flavio Arciniegas,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,Javier Varela,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,Ingrid Correa,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,Alejandro Flores,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,Anita[g],1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,FTP,3
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,Gonzalo Ulloa,6
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,HTTP,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,Diego Londoño,3
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,buscar,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,grupos de información,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,preguntaba,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,miraba,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,copiaba,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,source,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,Página web,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,El Tiempo,13
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,tráfico[j],1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,Ricardo Pombo Gaviria,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,Miguel,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,manejaban,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,información,2
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,fuente de información,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,medios digitales,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,servicios web,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,Ricardo Pombo,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,nuevos medios,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,"conexiones. Yo era la editora y entonces me tocó trabajar con la parte técnica, manejando las ",1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,"y coordinando todo eso, y trabajar con periodistas. Eso me quedó grande, porque trabajar con periodistas, me tocaba ir a la reunión de editores, me acuerdo de estar con ",1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,", yo soy ingeniera, e iba a la reunión de editores fue una responsabilidad grande. Ahí trabajamos en la creación de un proyecto grande que era ",1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt, una ,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,", que era como el predecesor a lo que ahora son las ",1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,. Queríamos construir una ,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt, en la que la gente ,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt, todo tipo de ,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,", que tuvieran ",1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,", que tuvieran de todo. Fue un proyecto muy grande con",1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,. En ese momento se llamó ,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,. Me imagino que de eso sí pueden encontrar mucha información. Yo trabajé siendo parte del grupo de periodistas con ,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,", que él ahora es un personaje en CityTV. En CityTV,. Él sería una persona interesante de entrevistar porque escribió un libro. Yo trabajé con ",1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,"y él es un periodista a todo taco. Él es fantástico. Ya un poco más adelante, hicimos un cambio y él se hizo cargo de la parte periodística de todo este esfuerzo afortunadamente, porque yo no era periodista y no tenía ni idea de cuál va a ser la noticia para sacar, no tenía ni idea de eso, fue un karma. Pero fue muy chévere la experiencia de construir ese proyecto. Ahí ya había un equipo súper extra disciplinario para construir la ",1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt, e hicimos un cambio grande en la página de ,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt, y fue una catástrofe porque hicimos un cambio y teníamos ,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,. Ahí tampoco sabíamos mucho de lo importante de ese ,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,", del control de calidad. Ya empezamos a decir oiga, saque la ",1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt," y resulta que antes de sacar la página tienes que probarla muchas veces, hacer pruebas aquí, pruebas allá, diferentes escenarios para asegurarte de que el producto que sale al aire es bueno. En ese momento hicimos algunas pruebas y salimos al aire con un montón de errores. Teníamos tanta población internacional echando ojo que pues teníamos muchos errores. Fue dura esa salida al aire con esa ",1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,", incluyendo en la página de ",1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,. La ,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt, de ,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt," era como decir cuidado, ese es Dios, no lo toque y lo tocamos. Entonces fue complicado, pero toda una experiencia en la que aprendí un montón. En ese momento trasladaron a mi esposo, yo me casé en ese momento, recién casada, y nos trasladaron para Chile. Entonces yo renuncié a ",1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt, y me fui para Chile para trabajar allá con otra empresa de ,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,Banco de la República,6
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,procesos web,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,dictar,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,construcción,2
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,enseñar,2
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,María Clara¨Pavón,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,enseñaba,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,URL,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,Centro de Cómputo era el ,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt, del ,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt," para Colombia. Entonces, quien mejor debe responder esa pregunta sería ",1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,. Ese es el duro. ,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt, era el que administraba el ,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt, en ese momento y tú lo que necesitabas era ,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt, tu ,2
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,. Yo no sé si en ese tiempo ya se pagaba por el ,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt, o no. Pero básicamente tu ,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt, y si tenías tu ,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt, y lo ,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt, a ,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt, ÿ ya lo tenías todo. Era cuestión de ,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt, el ,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt, y tener el ,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt, para que todo el ,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt, se ,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt, hacia tu ,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,", lo registraban en el ",1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,Nova Red,3
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,servicio,4
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,seguridad,2
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,diseño,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,bancos,3
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,Netscape,5
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,servidores,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,ingeniero de sistemas,2
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,Hermes,5
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,ingeniero de sistemas,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,C++,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,tecnología,2
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,DotNet,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,programación,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,algoritmos,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,compilado,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,Mackintosh,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,Apple,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,Erica,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,CiNet,1
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,Jorge Giraldo,2
Copia de Copia Trint Entrevista_Historia_del_Internet_Colombia_Uniandes_Claudia_Sastre_20230824_070455_Meeting_Recording.docx.txt,hacker,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Colciencias,49
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,31 de mayo,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Hugo Sin,9
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Internet,12
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Uniandes,15
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Universidad Nacional de Medellín,2
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,José Luis Villaveces,10
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Universidad Nacional,7
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Internet,39
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,conexión,11
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Clemente Forero,11
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Jaime Tabares,4
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Luis Carlos Arboleda,3
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,computador,8
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Universidad Nacional de Medellín,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Facultad de Minas,3
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,CADENALCO,2
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,programación,2
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,código,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,tarjetas,2
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,magnéticas,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,Universidad de California,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,equipos de cómputo,1
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,correo,2
Copia de Copia Trint Historia_del_Internet_en_Colombia_Entrevista_Dr_Jaime_Tabares_20240214_100138_Meeting_Recording.docx.txt,tecnología computacional,1
